area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930.0,2.0,2.0,39.0,2,4193.548387096775
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380.0,2.0,1.0,60.0,2,4347.826086956522
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483.0,5.0,2.0,212.0,4,8538.058799838904
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166.0,2.0,2.0,55.0,2,4716.981132075472
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050.0,2.0,1.0,65.0,2,6190.476190476191
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,3,13588.903548433324
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200.0,2.0,2.0,46.8,2,3900.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600.0,2.0,1.0,108.0,3,6750.0
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935.0,3.0,2.0,110.0,3,5684.754521963824
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451.0,1.0,0.0,29.9,1,6629.711751662971
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800.0,3.0,2.0,95.0,3,5277.777777777777
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400.0,3.0,0.0,77.0,3,5500.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801.0,3.0,2.0,115.0,3,6385.341476957246
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,44.0,2,3793.103448275862
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950.0,2.0,1.0,40.0,2,4210.526315789473
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826.0,3.0,2.0,121.0,3,6626.506024096386
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245.0,2.0,1.0,94.0,2,7550.2008032128515
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145.0,2.0,2.0,45.79,2,3999.126637554585
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825.0,2.0,1.0,33.0,2,4000.0
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693.0,3.0,3.0,108.0,3,6379.208505611341
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,2,4760.74986301616
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460.0,2.0,1.0,58.0,2,3972.6027397260273
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050.0,2.0,1.0,32.0,2,3047.6190476190477
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260.0,2.0,2.0,55.0,2,4365.079365079365
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656.0,2.0,1.0,120.0,2,7246.376811594203
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208.0,3.0,1.0,45.0,3,3725.1655629139073
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910.0,3.0,2.0,161.0,3,8429.319371727748
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252.0,4.0,1.0,230.0,4,7072.570725707257
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175.0,2.0,1.0,82.0,2,6978.723404255319
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390.0,3.0,2.0,410.0,3,17154.81171548117
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750.0,2.0,1.0,38.0,2,5066.666666666667
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550.0,3.0,3.0,64.5,3,4161.290322580645
Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760.0,3.0,2.0,88.0,3,5000.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125.0,2.0,2.0,62.0,2,5511.111111111111
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991.0,4.0,2.0,103.0,3,5173.279758915118
Super built-up  Area,18-Oct,Bommasandra,2 BHK,DSoodil,1060.0,2.0,1.0,26.5,2,2500.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105.0,2.0,1.0,75.0,2,6787.330316742082
Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985.0,2.0,2.0,67.0,2,6802.030456852792
Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590.0,3.0,2.0,79.0,3,4968.553459119496
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120.0,2.0,2.0,55.0,2,4910.714285714285
Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069.0,2.0,1.0,55.0,2,5144.9953227315245
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1933.0,3.0,2.0,140.0,3,7242.628039317124
Built-up  Area,16-Mar,Hosur Road,2 BHK,PuendWe,1194.0,2.0,0.0,69.0,2,5778.894472361809
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Danna S,1150.0,2.0,3.0,69.0,2,6000.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419.0,2.0,2.0,48.1,2,3389.7110641296686
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1450.0,3.0,2.0,55.0,3,3793.103448275862
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Plowsri,1630.0,3.0,2.0,68.29,3,4189.57055214724
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,708.0,1.0,1.0,40.0,2,5649.717514124294
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1250.0,2.0,1.0,76.0,2,6080.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400.0,2.0,1.0,95.0,3,6785.714285714285
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750.0,3.0,2.0,100.0,3,5714.285714285715
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,71.0,2,5056.980056980057
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715.0,2.0,2.0,95.0,3,5539.35860058309
Built-up  Area,18-Apr,Electronic City,1 BHK,Prarkun,630.0,1.0,1.0,34.65,1,5500.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0,3,7704.951715635916
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295.0,2.0,1.0,55.47,2,4283.397683397683
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Bancyri,1800.0,3.0,2.0,252.0,3,14000.0
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ElavuHo,1150.0,2.0,2.0,55.0,2,4782.608695652174
Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,Gontyol,3309.0,4.0,3.0,325.0,4,9821.698398307646
Super built-up  Area,18-May,Chandapura,3 BHK,SunceEs,1190.0,2.0,2.0,30.35,3,2550.4201680672268
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,DSutyng,1620.0,3.0,2.0,98.0,3,6049.382716049383
Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,Bancyri,5000.0,9.0,3.0,360.0,11,7200.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2450.0,3.0,0.0,120.0,3,4897.959183673469
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1220.0,2.0,1.0,35.23,3,2887.7049180327863
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,RKntsrt,850.0,2.0,1.0,30.0,2,3529.4117647058824
Super built-up  Area,Ready To Move,Defence Colony,2 BHK,Vantspa,1150.0,2.0,2.0,126.0,2,10956.521739130434
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1760.0,2.0,2.0,130.0,3,7386.363636363636
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Prowsi ,900.0,2.0,1.0,40.0,2,4444.444444444444
Super built-up  Area,18-May,Whitefield,2 BHK,SMuilan,1130.0,2.0,1.0,42.16,2,3730.973451327434
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320.0,2.0,1.0,165.0,2,12500.0
Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,Sryamar,1200.0,2.0,1.0,62.0,2,5166.666666666667
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929.0,2.0,0.0,50.17,2,5400.4305705059205
Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,LiaveEn,1150.0,4.0,2.0,260.0,4,22608.695652173912
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,Bemesrm,1200.0,5.0,2.0,190.0,5,15833.333333333334
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Vrensn ,1130.0,2.0,2.0,60.0,2,5309.734513274337
Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,VDdonel,1753.0,3.0,2.0,120.0,3,6845.407872219053
Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,Brica E,4500.0,7.0,3.0,337.0,5,7488.888888888889
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1196.0,2.0,2.0,94.42,2,7894.648829431439
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Prenty ,1150.0,3.0,3.0,52.5,2,4565.217391304348
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,63.0,2,5585.106382978724
Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,Shinei ,1000.0,2.0,1.0,53.0,2,5300.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Apows M,1035.0,2.0,1.0,45.0,2,4347.826086956522
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,36.0,3,3348.8372093023254
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SVineun,1040.0,2.0,1.0,48.5,2,4663.461538461538
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511.0,3.0,1.0,95.0,3,6287.22700198544
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1545.0,3.0,1.0,68.75,3,4449.838187702266
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,DSvvyx ,1000.0,2.0,1.0,35.0,2,3500.0
Super built-up  Area,17-May,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,45.0,2,5096.262740656852
Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,Brareio,1195.0,2.0,1.0,70.0,2,5857.740585774059
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.0,2,5377.2070626003215
Super built-up  Area,18-Dec,Haralur Road,4 BHK,SNnia E,2805.0,5.0,3.0,154.0,4,5490.196078431372
Super built-up  Area,Ready To Move,VHBCS Layout,2 BHK,OlarkLa,1353.0,2.0,2.0,110.0,2,8130.081300813008
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599.0,3.0,2.0,125.0,3,7817.385866166354
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SuMTBPr,1150.0,2.0,1.0,70.0,2,6086.95652173913
Super built-up  Area,17-Dec,Jakkur,4 BHK,Lecco C,5230.0,6.0,1.0,465.0,4,8891.013384321224
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Jahidva,1155.0,2.0,2.0,42.74,2,3700.4329004329006
Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1867.0,3.0,1.0,160.0,3,8569.89823245849
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,47.0,2,3756.994404476419
Super built-up  Area,18-Apr,Gattahalli,2 BHK,Arano M,1028.0,2.0,1.0,45.5,2,4426.070038910506
Super built-up  Area,Ready To Move,Arekere,2 BHK,Amngsag,1222.0,2.0,2.0,45.0,2,3682.4877250409168
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1170.0,2.0,1.0,66.0,3,5641.025641025641
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400.0,4.0,1.0,245.0,3,10208.333333333334
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372.0,2.0,1.0,68.0,2,4956.268221574344
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1282.0,2.0,2.0,49.0,3,3822.1528861154447
Super built-up  Area,Ready To Move,Mico Layout,9 BHK,Amsomun,5000.0,9.0,3.0,210.0,9,4200.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1135.0,2.0,1.0,39.73,2,3500.440528634361
Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,Foconna,1325.0,2.0,1.0,90.0,3,6792.452830188679
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1599.0,3.0,2.0,99.0,3,6191.369606003753
Super built-up  Area,18-Sep,Hennur Road,2 BHK,Shxorm ,1317.5,2.0,0.0,63.77,2,4840.2277039848195
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450.0,5.0,2.0,260.0,3,7536.231884057971
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1102.0,2.0,2.0,53.67,2,4870.235934664247
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Sahanra,1350.0,2.0,2.0,54.0,2,4000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,27.25,1,5190.476190476191
Built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,2,3810.9756097560976
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,Icncy R,1056.0,2.0,1.0,80.0,2,7575.757575757576
Super built-up  Area,21-Feb,Bannerghatta Road,1 BHK,Hiatei ,595.0,1.0,1.0,33.32,1,5600.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,2225.0,3.0,1.0,160.0,3,7191.011235955056
Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1126.0,2.0,1.0,28.15,2,2500.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490.0,3.0,1.0,84.0,3,5637.583892617449
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1550.0,3.0,3.0,100.0,3,6451.612903225807
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,4144.0,4.0,3.0,315.0,4,7601.351351351352
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100.0,3.0,2.0,125.0,3,5952.380952380952
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,69.3,2,4935.897435897436
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,LGestbo,2230.0,4.0,3.0,225.0,4,10089.686098654709
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305.0,2.0,1.0,58.7,3,4498.08429118774
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aahts H,1230.0,2.0,2.0,80.0,2,6504.065040650406
Super built-up  Area,19-Dec,Hormavu,1 BHK,Kolisl ,715.0,1.0,2.0,46.0,1,6433.566433566433
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500.0,3.0,2.0,313.0,3,12520.0
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1578.0,3.0,1.0,180.0,3,11406.84410646388
Super built-up  Area,Ready To Move,Jigani,2 BHK,i1odsne,1020.0,2.0,1.0,40.0,2,3921.5686274509803
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ansna K,1253.0,2.0,1.0,102.0,2,8140.462889066241
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1180.0,2.0,2.0,42.0,2,3559.322033898305
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,961.0,2.0,2.0,38.0,2,3954.2143600416234
Super built-up  Area,Ready To Move,Harlur,3 BHK,SomonCi,1709.0,3.0,2.0,150.0,3,8777.062609713283
Super built-up  Area,Ready To Move,Sneha Colony,2 BHK,Daill S,1260.0,2.0,2.0,45.0,2,3571.4285714285716
Built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1630.0,3.0,2.0,85.0,3,5214.7239263803685
Super built-up  Area,19-May,Sarjapur  Road,3 BHK,Soini T,1249.0,3.0,2.0,44.71,3,3579.663730984788
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1450.0,2.0,3.0,85.0,3,5862.068965517241
Super built-up  Area,17-Nov,Konanakunte,3 BHK,Prasa W,2791.0,3.0,1.0,223.0,3,7989.967753493372
Built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834.0,1.0,1.0,60.0,1,7194.244604316546
Built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,891.0,2.0,1.0,25.0,2,2805.8361391694725
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133.0,2.0,1.0,49.07,2,4330.979699911739
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,37.0,3,3441.860465116279
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,SGandea,1090.0,2.0,1.0,42.0,2,3853.211009174312
Super built-up  Area,18-Dec,Hebbal,3 BHK,Mahosya,1920.0,3.0,2.0,134.0,3,6979.166666666667
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Eline P,1374.0,2.0,2.0,95.0,2,6914.1193595342065
Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,711.0,1.0,1.0,36.0,1,5063.291139240507
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500.0,3.0,3.0,95.0,3,6333.333333333333
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1720.0,3.0,3.0,100.0,3,5813.953488372093
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1200.0,2.0,1.0,85.0,2,7083.333333333333
Carpet  Area,18-Jul,Hosahalli,3 BHK,NSezeBr,1375.0,3.0,2.0,70.0,3,5090.909090909091
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2250.0,3.0,2.0,160.0,3,7111.111111111111
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,1000.0,2.0,2.0,50.0,2,5000.0
Super built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,469.0,1.0,0.0,25.0,1,5330.490405117271
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800.0,4.0,3.0,250.0,4,6578.9473684210525
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,29.0,2,3284.2582106455266
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,Chnts A,1820.0,2.0,3.0,86.0,3,4725.274725274725
Built-up  Area,Ready To Move,Malleshwaram,4 BHK,GaityEt,2500.0,5.0,2.0,325.0,4,13000.0
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,750.0,1.0,2.0,40.0,1,5333.333333333333
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2378.0,3.0,1.0,262.0,3,11017.661900756939
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Ahownve,1128.0,2.0,1.0,60.0,2,5319.148936170212
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Cevely ,1500.0,3.0,1.0,150.0,3,10000.0
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,PrarePa,1100.0,2.0,1.0,58.0,3,5272.727272727273
Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Vaodspe,1200.0,3.0,2.0,46.0,3,3833.3333333333335
Super built-up  Area,Ready To Move,Nagondanahalli,3 BHK,DSldsen,1641.0,3.0,2.0,66.0,3,4021.9378427787933
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,NaonySy,1260.0,2.0,1.0,67.39,2,5348.412698412699
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1132.5,2.0,0.0,48.13,2,4249.889624724062
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1210.0,2.0,1.0,45.98,2,3800.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,45.0,3,4186.046511627907
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702.0,3.0,2.0,130.0,3,7638.07285546416
Super built-up  Area,Ready To Move,Shanthala Nagar,2 BHK,Malex C,1630.0,2.0,2.0,200.0,2,12269.938650306749
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1141.0,2.0,2.0,38.55,2,3378.6152497808935
Built-up  Area,18-Mar,Bettahalsoor,4 Bedroom,Toainnt,4046.0,4.0,0.0,445.0,4,10998.517053880376
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Edreelm,35000.0,3.0,3.0,130.0,3,371.42857142857144
Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1875.0,3.0,2.0,165.0,3,8800.0
Plot  Area,Ready To Move,Brookefield,3 Bedroom,Krreera,1200.0,3.0,2.0,140.0,3,11666.666666666666
Super built-up  Area,Ready To Move,Whitefield,2 BHK,PaantPl,1140.0,2.0,1.0,56.0,2,4912.2807017543855
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1683.0,3.0,1.0,109.0,3,6476.5300059417705
Super built-up  Area,19-Dec,Hoodi,4 BHK,Caycend,2118.0,4.0,2.0,111.0,4,5240.793201133144
Built-up  Area,Ready To Move,Avalahalli,3 BHK,Sohea A,2300.0,3.0,3.0,120.0,3,5217.391304347826
Super built-up  Area,Ready To Move,Prakruthi Nagar,2 BHK,MSvelek,1240.0,2.0,2.0,60.0,2,4838.709677419355
Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,VDdonel,1750.0,3.0,1.0,120.0,3,6857.142857142857
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,985.0,2.0,1.0,40.39,2,4100.507614213198
Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500.0,2.0,1.0,87.0,3,5800.0
Built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950.0,2.0,1.0,44.0,2,4631.578947368421
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090.0,2.0,1.0,28.34,2,2600.0
Super built-up  Area,18-Apr,Kammasandra,2 BHK,Prony S,810.0,2.0,2.0,24.5,2,3024.6913580246915
Super built-up  Area,Ready To Move,Green Garden Layout,2 BHK,PaisePa,1045.0,2.0,0.0,45.0,2,4306.2200956937795
Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1337.0,2.0,1.0,82.0,2,6133.1338818249815
Super built-up  Area,Ready To Move,Koramangala,3 BHK,TealeRo,1580.0,3.0,2.0,160.0,3,10126.582278481013
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500.0,2.0,3.0,54.0,3,3600.0
Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640.0,4.0,2.0,91.0,3,5548.780487804878
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SSarlPe,1570.0,3.0,2.0,62.0,3,3949.044585987261
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1470.0,2.0,2.0,82.0,3,5578.231292517007
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050.0,2.0,1.0,71.0,2,6761.9047619047615
Super built-up  Area,20-Jun,Dairy Circle,3 BHK,Soeurri,1855.0,3.0,1.0,225.0,3,12129.380053908355
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460.0,2.0,1.0,90.0,3,6164.3835616438355
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1094.0,2.0,2.0,42.0,2,3839.1224862888484
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,57.0,2,4943.625325238509
Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,PNncysi,1325.0,3.0,1.0,57.0,3,4301.88679245283
Built-up  Area,Ready To Move,Jakkur,3 BHK,Socon Z,1590.0,2.0,2.0,125.0,3,7861.635220125786
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,2 BHK,Krite D,1202.0,2.0,1.0,48.0,2,3993.3444259567386
Super built-up  Area,Ready To Move,KSRTC Layout,2 BHK,Srisei ,1200.0,2.0,3.0,62.5,2,5208.333333333333
Super built-up  Area,18-Feb,Panathur,3 BHK,Prcesvy,1688.0,3.0,1.0,118.0,3,6990.521327014218
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Soestrn,1020.0,2.0,1.0,52.0,2,5098.0392156862745
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1185.0,2.0,2.0,47.0,2,3966.2447257383965
Super built-up  Area,17-Oct,Ramagondanahalli,2 BHK,ViistLa,1235.0,2.0,1.0,52.04,2,4213.765182186235
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3205.0,5.0,1.0,500.0,4,15600.624024960998
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,MB-laan,1415.0,2.0,3.0,66.0,3,4664.310954063604
Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,2330.0,3.0,2.0,162.0,3,6952.789699570815
Super built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,805.0,2.0,2.0,35.0,2,4347.826086956522
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1155.0,2.0,3.0,59.95,2,5190.476190476191
Built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,Alncy R,1100.0,2.0,0.0,48.0,2,4363.636363636364
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468.0,2.0,1.0,140.0,2,9536.784741144415
Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,4300.0,5.0,2.0,550.0,4,12790.697674418605
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280.0,4.0,2.0,126.0,3,5526.315789473684
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Soiniy ,1341.0,2.0,1.0,97.0,2,7233.407904548844
Super built-up  Area,18-Dec,Electronic City Phase II,4 BHK,SNbay G,2225.0,4.0,0.0,98.88,4,4444.044943820225
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,43.51,2,3671.7299578059074
Super built-up  Area,Ready To Move,Vadarpalya,3 BHK,VMianri,1750.0,3.0,2.0,85.0,3,4857.142857142857
Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1152.0,2.0,1.0,53.5,2,4644.097222222223
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Jaise P,1300.0,2.0,3.0,36.0,2,2769.230769230769
